order_id,customer_id,order_date,country,category,unit_price,qty,discount_pct,is_promo,revenue
500016,100019,2024-11-09,Kazakhstan,Makeup,23.4,1,15,True,19.89
500017,100020,2025-07-01,Mexico,Makeup,9.81,2,5,False,18.64
500018,100020,2025-12-05,Mexico,Fragrance,31.81,1,0,False,31.81
500018,100020,2025-12-05,Mexico,Skincare,14.14,1,5,False,13.43
500018,100020,2025-12-05,Mexico,Haircare,10.78,2,0,False,21.56
500019,100021,2025-03-16,Russia,Skincare,33.96,1,0,False,33.96
500020,100021,2025-12-20,Russia,Makeup,26.87,2,5,False,51.05
500020,100021,2025-12-20,Russia,Makeup,15.2,2,5,False,28.88
500020,100021,2025-12-20,Russia,Wellness,7.59,1,0,False,7.59
500021,100022,2024-08-16,USA,Skincare,29.27,2,0,False,58.54
500022,100023,2024-07-05,Belarus,Fragrance,55.84,2,5,False,106.1
500022,100023,2024-07-05,Belarus,Haircare,12.81,2,0,False,25.62
500022,100023,2024-07-05,Belarus,Wellness,14.89,1,0,False,14.89
500023,100024,2025-04-27,USA,Haircare,22.49,1,0,False,22.49
500023,100024,2025-04-27,USA,Wellness,16.13,1,10,False,14.52
500023,100024,2025-04-27,USA,Skincare,15.64,2,5,False,29.72
500024,100025,2024-11-27,Mexico,Fragrance,30.05,1,20,True,24.04
500024,100025,2024-11-27,Mexico,Wellness,7.46,2,0,True,14.92
500024,100025,2024-11-27,Mexico,Skincare,31.57,2,0,True,63.14
500025,100026,2025-10-25,USA,Haircare,16.59,1,0,False,16.59
500025,100026,2025-10-25,USA,Wellness,20.05,2,0,False,40.1
500026,100027,2024-10-25,Russia,Skincare,17.36,1,5,False,16.49
500026,100027,2024-10-25,Russia,Skincare,26.26,1,0,False,26.26
500026,100027,2024-10-25,Russia,Makeup,13.96,2,0,False,27.92
500027,100027,2024-11-15,Russia,Wellness,18.1,2,0,False,36.2
500027,100027,2024-11-15,Russia,Skincare,9.12,1,5,False,8.66
500027,100027,2024-11-15,Russia,Skincare,13.53,2,0,False,27.06
500028,100028,2024-11-16,Mexico,Haircare,14.97,1,0,False,14.97
500028,100028,2024-11-16,Mexico,Makeup,19.86,2,0,False,39.72
500028,100028,2024-11-16,Mexico,Haircare,20.58,2,0,False,41.16
500029,100029,2024-12-04,Russia,Skincare,8.76,1,5,False,8.32
500030,100030,2025-01-25,Russia,Haircare,15.32,2,0,False,30.64
500030,100030,2025-01-25,Russia,Makeup,27.38,1,0,False,27.38
500031,100030,2025-04-17,Russia,Haircare,24.24,2,0,False,48.48
500031,100030,2025-04-17,Russia,Haircare,7.01,2,0,False,14.02
500031,100030,2025-04-17,Russia,Fragrance,25.89,2,0,False,51.78
500032,100030,2025-11-27,Russia,Wellness,16.31,1,10,True,14.68
500032,100030,2025-11-27,Russia,Makeup,21.01,2,25,True,31.52
500033,100031,2025-04-07,Russia,Skincare,34.45,2,0,False,68.9
500034,100031,2025-04-17,Russia,Fragrance,55.89,1,0,False,55.89
500035,100032,2024-12-07,Belarus,Wellness,17.88,2,0,False,35.76
500035,100032,2024-12-07,Belarus,Wellness,14.95,2,0,False,29.9
500036,100032,2025-03-06,Belarus,Wellness,9.96,2,0,True,19.92
500037,100033,2025-11-18,Mexico,Haircare,12.19,2,0,False,24.38
500037,100033,2025-11-18,Mexico,Wellness,21.14,2,0,False,42.28
500038,100034,2025-06-25,USA,Wellness,11.06,1,10,False,9.95
500038,100034,2025-06-25,USA,Haircare,19.93,2,0,False,39.86
500039,100034,2025-07-17,USA,Skincare,30.82,2,0,False,61.64
500040,100035,2025-06-15,Russia,Skincare,18.8,2,0,False,37.6
500040,100035,2025-06-15,Russia,Haircare,16.27,1,5,False,15.46
500040,100035,2025-06-15,Russia,Wellness,21.92,2,0,False,43.84
500041,100036,2025-04-14,Russia,Fragrance,42.22,1,0,False,42.22
500041,100036,2025-04-14,Russia,Skincare,23.01,1,0,False,23.01
500042,100036,2025-10-02,Russia,Wellness,18.62,2,0,False,37.24
500042,100036,2025-10-02,Russia,Fragrance,25.88,1,0,False,25.88
500042,100036,2025-10-02,Russia,Wellness,16.25,2,0,False,32.5
500043,100036,2025-12-10,Russia,Makeup,24.06,2,0,False,48.12
500043,100036,2025-12-10,Russia,Wellness,19.56,1,0,False,19.56
500043,100036,2025-12-10,Russia,Haircare,21.78,1,0,False,21.78
500044,100037,2025-03-21,Russia,Makeup,10.83,2,0,False,21.66
500044,100037,2025-03-21,Russia,Fragrance,45.36,2,0,False,90.72
500044,100037,2025-03-21,Russia,Wellness,13.25,2,0,False,26.5
500045,100038,2024-08-16,Mexico,Haircare,14.53,1,0,False,14.53
500045,100038,2024-08-16,Mexico,Fragrance,49.89,2,0,False,99.78
500046,100038,2024-12-02,Mexico,Skincare,17.57,2,0,False,35.14
500046,100038,2024-12-02,Mexico,Wellness,17.47,1,0,False,17.47
500046,100038,2024-12-02,Mexico,Haircare,13.72,1,0,False,13.72
500047,100040,2024-11-08,Kazakhstan,Skincare,19.78,2,25,True,29.67
500048,100040,2024-11-20,Kazakhstan,Makeup,26.86,1,0,False,26.86
500049,100040,2025-01-18,Kazakhstan,Haircare,20.65,2,0,False,41.3
500049,100040,2025-01-18,Kazakhstan,Fragrance,26.54,2,10,False,47.77
500050,100041,2024-05-24,Mexico,Makeup,16.62,1,0,False,16.62
500050,100041,2024-05-24,Mexico,Haircare,21.85,1,0,False,21.85
500050,100041,2024-05-24,Mexico,Fragrance,41.64,1,0,False,41.64
500051,100043,2025-02-18,Russia,Makeup,19.27,2,0,False,38.54
500051,100043,2025-02-18,Russia,Skincare,11.94,1,0,False,11.94
500051,100043,2025-02-18,Russia,Haircare,19.11,1,5,False,18.15
500052,100043,2025-04-12,Russia,Makeup,17.0,2,0,False,34.0
500052,100043,2025-04-12,Russia,Skincare,12.78,1,0,False,12.78
500052,100043,2025-04-12,Russia,Haircare,21.17,1,0,False,21.17
500053,100043,2025-04-29,Russia,Haircare,20.22,1,0,False,20.22
500053,100043,2025-04-29,Russia,Haircare,18.8,2,0,False,37.6
500053,100043,2025-04-29,Russia,Haircare,14.3,1,0,False,14.3
500054,100045,2025-02-14,Kazakhstan,Fragrance,48.25,1,0,False,48.25
500054,100045,2025-02-14,Kazakhstan,Fragrance,31.42,1,0,False,31.42
500054,100045,2025-02-14,Kazakhstan,Wellness,12.71,1,0,False,12.71
500055,100045,2025-03-31,Kazakhstan,Fragrance,19.35,2,0,False,38.7
500055,100045,2025-03-31,Kazakhstan,Wellness,20.84,1,10,False,18.76
500056,100046,2024-03-17,USA,Skincare,15.68,1,0,False,15.68
500056,100046,2024-03-17,USA,Wellness,20.88,2,0,False,41.76
500056,100046,2024-03-17,USA,Makeup,21.9,1,0,False,21.9
500057,100047,2024-07-31,Belarus,Makeup,21.46,1,0,False,21.46
500058,100047,2024-10-09,Belarus,Haircare,21.32,2,0,False,42.64
500059,100047,2024-12-18,Belarus,Wellness,11.05,2,0,False,22.1
500059,100047,2024-12-18,Belarus,Skincare,27.04,2,5,False,51.38
500059,100047,2024-12-18,Belarus,Makeup,6.26,1,5,False,5.95
500060,100048,2024-10-24,Russia,Skincare,21.54,2,0,False,43.08
500060,100048,2024-10-24,Russia,Makeup,26.95,1,0,False,26.95
500060,100048,2024-10-24,Russia,Skincare,13.41,1,0,False,13.41
500061,100049,2024-11-13,Kazakhstan,Haircare,9.1,1,0,True,9.1
500061,100049,2024-11-13,Kazakhstan,Skincare,33.71,1,0,True,33.71
500061,100049,2024-11-13,Kazakhstan,Haircare,11.61,2,10,True,20.9
500062,100049,2024-12-08,Kazakhstan,Fragrance,24.9,2,0,False,49.8
500063,100051,2024-12-10,Belarus,Wellness,10.31,1,0,False,10.31
500064,100051,2025-01-28,Belarus,Wellness,18.52,1,5,False,17.59
500064,100051,2025-01-28,Belarus,Wellness,15.76,2,10,False,28.37
500064,100051,2025-01-28,Belarus,Fragrance,30.33,2,0,False,60.66
500065,100051,2025-02-18,Belarus,Skincare,16.96,2,0,False,33.92
500066,100051,2025-03-11,Belarus,Makeup,19.44,2,0,False,38.88
500066,100051,2025-03-11,Belarus,Makeup,20.79,2,0,False,41.58
500066,100051,2025-03-11,Belarus,Wellness,15.04,1,0,False,15.04
500067,100052,2025-10-12,Belarus,Makeup,22.96,2,5,False,43.62
500067,100052,2025-10-12,Belarus,Haircare,11.64,2,0,False,23.28
500068,100053,2024-11-08,USA,Skincare,9.45,2,0,True,18.9
500068,100053,2024-11-08,USA,Fragrance,58.4,2,15,True,99.28
500068,100053,2024-11-08,USA,Haircare,20.25,2,0,True,40.5
500069,100054,2025-06-25,Russia,Skincare,22.94,1,0,False,22.94
500070,100054,2025-12-11,Russia,Wellness,18.38,2,0,False,36.76
500070,100054,2025-12-11,Russia,Haircare,13.8,1,0,False,13.8
500070,100054,2025-12-11,Russia,Haircare,20.86,2,0,False,41.72
500071,100055,2025-09-06,Kazakhstan,Skincare,19.07,2,0,False,38.14
500072,100055,2025-12-06,Kazakhstan,Haircare,11.44,1,5,False,10.87
500072,100055,2025-12-06,Kazakhstan,Skincare,18.29,1,0,False,18.29
500073,100057,2025-07-26,USA,Skincare,25.3,1,0,False,25.3
500073,100057,2025-07-26,USA,Wellness,11.14,1,0,False,11.14
500074,100057,2025-08-09,USA,Wellness,10.17,2,0,False,20.34
500074,100057,2025-08-09,USA,Wellness,6.91,1,0,False,6.91
500074,100057,2025-08-09,USA,Makeup,9.03,2,10,False,16.25
500075,100057,2025-11-14,USA,Makeup,11.35,1,0,False,11.35
500075,100057,2025-11-14,USA,Fragrance,16.41,2,0,False,32.82
500076,100059,2024-12-10,Kazakhstan,Haircare,9.12,2,0,False,18.24
500077,100060,2024-06-27,Mexico,Haircare,15.0,2,0,False,30.0
500078,100060,2024-11-25,Mexico,Makeup,22.93,2,20,True,36.69
500078,100060,2024-11-25,Mexico,Skincare,15.7,1,15,True,13.34
500078,100060,2024-11-25,Mexico,Haircare,22.73,2,0,True,45.46
500079,100061,2024-11-28,Kazakhstan,Wellness,12.99,2,0,True,25.98
500079,100061,2024-11-28,Kazakhstan,Skincare,13.5,1,0,True,13.5
500080,100061,2025-05-21,Kazakhstan,Wellness,20.29,2,0,False,40.58
500080,100061,2025-05-21,Kazakhstan,Makeup,13.84,2,0,False,27.68
500081,100062,2024-09-11,USA,Fragrance,54.43,2,0,False,108.86
500082,100063,2024-06-14,Russia,Fragrance,46.25,1,0,False,46.25
500083,100063,2025-07-29,Russia,Haircare,17.31,1,5,False,16.44
500083,100063,2025-07-29,Russia,Makeup,20.59,1,0,False,20.59
500083,100063,2025-07-29,Russia,Makeup,9.2,2,0,False,18.4
500084,100064,2025-10-27,Russia,Skincare,34.06,1,0,False,34.06
500084,100064,2025-10-27,Russia,Makeup,25.76,1,0,False,25.76
500084,100064,2025-10-27,Russia,Fragrance,54.05,1,0,False,54.05
500085,100065,2024-02-23,Mexico,Fragrance,39.57,2,5,False,75.18
500085,100065,2024-02-23,Mexico,Fragrance,16.04,1,0,False,16.04
500086,100066,2024-03-06,Russia,Wellness,10.94,1,10,True,9.85
500086,100066,2024-03-06,Russia,Haircare,9.8,1,0,True,9.8
500086,100066,2024-03-06,Russia,Makeup,22.35,1,10,True,20.12
500087,100066,2024-09-30,Russia,Fragrance,53.99,1,0,False,53.99
500088,100066,2024-12-16,Russia,Skincare,16.05,1,0,False,16.05
500088,100066,2024-12-16,Russia,Skincare,28.07,1,0,False,28.07
500089,100067,2024-05-08,USA,Skincare,21.8,2,0,False,43.6
500089,100067,2024-05-08,USA,Fragrance,54.21,1,0,False,54.21
500090,100067,2024-06-05,USA,Wellness,6.8,2,0,True,13.6
500090,100067,2024-06-05,USA,Skincare,12.08,2,15,True,20.54
500090,100067,2024-06-05,USA,Skincare,12.67,2,0,True,25.34
500091,100067,2024-06-10,USA,Haircare,8.8,2,0,False,17.6
500091,100067,2024-06-10,USA,Haircare,17.8,1,5,False,16.91
500091,100067,2024-06-10,USA,Fragrance,55.9,1,0,False,55.9
500092,100067,2024-12-23,USA,Wellness,14.33,2,0,False,28.66
500092,100067,2024-12-23,USA,Haircare,11.75,2,0,False,23.5
500093,100069,2025-04-08,Kazakhstan,Wellness,15.32,2,0,False,30.64
500093,100069,2025-04-08,Kazakhstan,Skincare,27.84,1,0,False,27.84
500094,100069,2025-10-02,Kazakhstan,Makeup,27.8,2,0,False,55.6
500094,100069,2025-10-02,Kazakhstan,Fragrance,32.99,1,0,False,32.99
500095,100070,2025-11-09,Russia,Fragrance,52.49,2,10,True,94.48
500095,100070,2025-11-09,Russia,Makeup,5.34,2,10,True,9.61
500095,100070,2025-11-09,Russia,Fragrance,33.49,2,0,True,66.98
500096,100071,2024-10-19,Mexico,Makeup,6.14,1,0,False,6.14
500096,100071,2024-10-19,Mexico,Fragrance,22.0,1,0,False,22.0
500097,100071,2024-11-03,Mexico,Wellness,20.22,1,0,False,20.22
500097,100071,2024-11-03,Mexico,Makeup,22.44,1,0,False,22.44
500098,100071,2025-05-11,Mexico,Haircare,16.91,2,0,False,33.82
500099,100071,2025-09-30,Mexico,Haircare,22.93,1,0,False,22.93
500099,100071,2025-09-30,Mexico,Haircare,7.74,1,0,False,7.74
500100,100071,2025-10-01,Mexico,Makeup,17.15,2,0,False,34.3
500101,100072,2025-04-28,Russia,Skincare,14.29,2,0,False,28.58
500102,100072,2025-06-20,Russia,Wellness,11.24,1,0,False,11.24
500103,100073,2024-09-04,USA,Makeup,5.7,2,5,False,10.83
500103,100073,2024-09-04,USA,Wellness,18.08,1,0,False,18.08
500103,100073,2024-09-04,USA,Skincare,23.36,1,0,False,23.36
500104,100073,2024-09-07,USA,Wellness,20.79,2,0,False,41.58
500104,100073,2024-09-07,USA,Makeup,25.26,1,0,False,25.26
500105,100073,2024-10-18,USA,Fragrance,45.56,2,0,False,91.12
500105,100073,2024-10-18,USA,Makeup,14.08,1,0,False,14.08
500106,100073,2024-11-14,USA,Wellness,20.74,1,0,False,20.74
500106,100073,2024-11-14,USA,Wellness,10.4,1,5,False,9.88
500107,100073,2024-11-22,USA,Fragrance,45.03,2,5,False,85.56
500108,100073,2025-02-16,USA,Wellness,17.83,2,0,False,35.66
500108,100073,2025-02-16,USA,Fragrance,24.16,1,0,False,24.16
500109,100073,2025-11-27,USA,Fragrance,18.01,1,0,True,18.01
500109,100073,2025-11-27,USA,Wellness,19.19,1,15,True,16.31
500109,100073,2025-11-27,USA,Haircare,7.05,2,0,True,14.1
500110,100074,2024-11-23,USA,Skincare,8.93,1,0,False,8.93
500111,100075,2024-01-03,Russia,Skincare,15.83,2,0,False,31.66
500111,100075,2024-01-03,Russia,Skincare,14.72,1,0,False,14.72
500112,100076,2025-02-17,Russia,Wellness,8.48,2,5,False,16.11
500112,100076,2025-02-17,Russia,Haircare,15.88,1,0,False,15.88
500112,100076,2025-02-17,Russia,Wellness,10.66,2,0,False,21.32
500113,100077,2025-07-23,USA,Haircare,9.69,2,0,False,19.38
500113,100077,2025-07-23,USA,Makeup,25.45,2,0,False,50.9
500113,100077,2025-07-23,USA,Fragrance,19.02,2,0,False,38.04
500114,100077,2025-12-04,USA,Haircare,19.51,2,0,False,39.02
500114,100077,2025-12-04,USA,Makeup,5.01,1,5,False,4.76
500115,100077,2025-12-06,USA,Wellness,13.86,1,0,False,13.86
500115,100077,2025-12-06,USA,Wellness,19.09,1,5,False,18.14
500116,100077,2025-12-26,USA,Makeup,24.21,1,0,False,24.21
500116,100077,2025-12-26,USA,Fragrance,29.09,2,5,False,55.27
500117,100078,2025-03-20,Kazakhstan,Fragrance,47.52,2,0,False,95.04
500117,100078,2025-03-20,Kazakhstan,Wellness,9.48,1,0,False,9.48
500117,100078,2025-03-20,Kazakhstan,Haircare,23.28,2,10,False,41.9
500118,100078,2025-05-22,Kazakhstan,Haircare,13.87,2,5,False,26.35
500119,100079,2024-04-13,Russia,Makeup,19.41,2,5,False,36.88
500120,100080,2024-12-23,Kazakhstan,Fragrance,37.89,2,0,False,75.78
500120,100080,2024-12-23,Kazakhstan,Wellness,17.1,1,0,False,17.1
500120,100080,2024-12-23,Kazakhstan,Fragrance,24.15,1,0,False,24.15
500121,100081,2024-08-12,Russia,Wellness,15.92,2,0,False,31.84
500121,100081,2024-08-12,Russia,Haircare,7.81,1,0,False,7.81
500122,100081,2025-05-20,Russia,Fragrance,19.89,1,0,False,19.89
500122,100081,2025-05-20,Russia,Skincare,23.65,1,5,False,22.47
500123,100081,2025-07-20,Russia,Wellness,9.8,2,0,False,19.6
500123,100081,2025-07-20,Russia,Wellness,11.21,2,0,False,22.42
500123,100081,2025-07-20,Russia,Fragrance,46.12,1,5,False,43.81
500124,100082,2025-10-08,Kazakhstan,Haircare,14.0,1,5,False,13.3
500124,100082,2025-10-08,Kazakhstan,Skincare,13.74,2,0,False,27.48
500125,100082,2025-10-13,Kazakhstan,Fragrance,34.61,1,0,False,34.61
500126,100083,2025-08-12,Mexico,Makeup,19.65,2,0,False,39.3
500127,100084,2024-06-14,USA,Makeup,7.99,1,0,False,7.99
500127,100084,2024-06-14,USA,Skincare,11.64,2,0,False,23.28
500128,100084,2024-09-05,USA,Wellness,19.33,2,0,False,38.66
500128,100084,2024-09-05,USA,Wellness,13.2,2,0,False,26.4
500128,100084,2024-09-05,USA,Wellness,18.22,2,0,False,36.44
500129,100084,2024-10-23,USA,Skincare,20.87,2,0,False,41.74
500129,100084,2024-10-23,USA,Wellness,13.5,2,0,False,27.0
500129,100084,2024-10-23,USA,Skincare,15.82,2,0,False,31.64
500130,100084,2024-10-29,USA,Haircare,10.29,1,0,False,10.29
500130,100084,2024-10-29,USA,Haircare,13.94,1,0,False,13.94
500130,100084,2024-10-29,USA,Fragrance,15.58,1,0,False,15.58
500131,100085,2024-12-07,Mexico,Skincare,26.01,2,10,False,46.82
500131,100085,2024-12-07,Mexico,Makeup,24.27,1,0,False,24.27
500132,100086,2025-09-21,Russia,Haircare,20.17,2,0,False,40.34
500133,100087,2025-07-21,Kazakhstan,Wellness,8.84,2,5,False,16.8
500133,100087,2025-07-21,Kazakhstan,Wellness,15.03,2,0,False,30.06
500133,100087,2025-07-21,Kazakhstan,Makeup,23.66,1,0,False,23.66
500134,100087,2025-11-02,Kazakhstan,Fragrance,51.1,1,10,False,45.99
500134,100087,2025-11-02,Kazakhstan,Skincare,26.49,1,0,False,26.49
500135,100088,2025-04-19,Kazakhstan,Makeup,15.97,2,0,False,31.94
500135,100088,2025-04-19,Kazakhstan,Makeup,14.58,1,0,False,14.58
500136,100089,2025-05-28,USA,Haircare,19.2,2,0,False,38.4
500136,100089,2025-05-28,USA,Fragrance,39.12,1,0,False,39.12
500136,100089,2025-05-28,USA,Wellness,20.82,1,0,False,20.82
500137,100089,2025-11-09,USA,Wellness,13.79,2,0,True,27.58
500137,100089,2025-11-09,USA,Skincare,14.8,2,0,True,29.6
500138,100090,2024-01-29,Russia,Skincare,17.0,1,0,False,17.0
500139,100090,2024-03-12,Russia,Fragrance,34.2,2,0,False,68.4
500140,100091,2025-05-11,Kazakhstan,Makeup,24.06,1,5,False,22.86
500140,100091,2025-05-11,Kazakhstan,Fragrance,59.79,1,0,False,59.79
500140,100091,2025-05-11,Kazakhstan,Haircare,17.19,1,0,False,17.19
500141,100092,2024-11-13,USA,Makeup,26.99,2,0,True,53.98
500141,100092,2024-11-13,USA,Wellness,7.12,2,0,True,14.24
500142,100093,2024-03-02,Kazakhstan,Makeup,22.43,2,0,False,44.86
500142,100093,2024-03-02,Kazakhstan,Wellness,17.67,1,0,False,17.67
500142,100093,2024-03-02,Kazakhstan,Skincare,31.68,2,0,False,63.36
500143,100093,2024-07-21,Kazakhstan,Wellness,14.52,1,0,False,14.52
500144,100094,2024-06-12,Russia,Skincare,13.83,2,0,False,27.66
500144,100094,2024-06-12,Russia,Wellness,21.16,2,0,False,42.32
500144,100094,2024-06-12,Russia,Makeup,7.76,1,10,False,6.98
500145,100094,2024-08-30,Russia,Wellness,15.31,1,0,False,15.31
500145,100094,2024-08-30,Russia,Haircare,23.33,2,0,False,46.66
500145,100094,2024-08-30,Russia,Makeup,27.14,1,5,False,25.78
500146,100095,2024-12-28,Belarus,Wellness,19.37,1,0,False,19.37
500146,100095,2024-12-28,Belarus,Haircare,15.56,1,5,False,14.78
500147,100096,2025-05-01,Russia,Haircare,16.23,1,0,False,16.23
500147,100096,2025-05-01,Russia,Skincare,23.62,2,0,False,47.24
500148,100097,2024-12-06,USA,Skincare,18.9,1,5,False,17.95
500149,100098,2025-02-14,Russia,Haircare,20.0,2,0,False,40.0
500149,100098,2025-02-14,Russia,Fragrance,58.73,1,0,False,58.73
500149,100098,2025-02-14,Russia,Skincare,33.48,1,0,False,33.48
500150,100098,2025-11-25,Russia,Haircare,14.07,2,10,True,25.33
500150,100098,2025-11-25,Russia,Makeup,13.8,2,10,True,24.84
500150,100098,2025-11-25,Russia,Makeup,25.57,2,0,True,51.14
500151,100100,2025-04-04,Russia,Wellness,14.41,2,0,False,28.82
500151,100100,2025-04-04,Russia,Wellness,21.79,2,5,False,41.4
500152,100100,2025-05-21,Russia,Fragrance,15.07,2,0,False,30.14
500153,100100,2025-08-11,Russia,Haircare,7.1,2,5,False,13.49
500154,100101,2024-08-30,Mexico,Makeup,16.2,2,0,False,32.4
500154,100101,2024-08-30,Mexico,Wellness,6.85,1,0,False,6.85
500155,100101,2025-04-06,Mexico,Skincare,18.79,2,0,False,37.58
500156,100101,2025-09-18,Mexico,Makeup,21.7,1,0,False,21.7
500157,100102,2025-03-06,Russia,Haircare,22.92,1,15,True,19.48
500158,100102,2025-03-06,Russia,Fragrance,16.35,1,20,True,13.08
500159,100103,2025-02-04,USA,Fragrance,24.99,2,5,False,47.48
500160,100104,2024-03-13,USA,Haircare,20.55,1,0,False,20.55
500160,100104,2024-03-13,USA,Skincare,24.99,2,0,False,49.98
500161,100104,2024-05-15,USA,Makeup,20.68,2,0,False,41.36
500161,100104,2024-05-15,USA,Makeup,25.39,2,5,False,48.24
500162,100104,2024-06-02,USA,Haircare,10.8,2,15,True,18.36
500163,100104,2024-08-25,USA,Skincare,10.18,2,5,False,19.34
500164,100105,2024-08-09,USA,Skincare,14.28,1,0,False,14.28
500164,100105,2024-08-09,USA,Fragrance,21.46,1,5,False,20.39
500165,100105,2024-08-27,USA,Fragrance,39.19,1,0,False,39.19
500166,100106,2025-03-18,Russia,Skincare,24.05,2,0,False,48.1
500166,100106,2025-03-18,Russia,Wellness,8.31,1,0,False,8.31
500167,100107,2024-11-27,Russia,Haircare,17.34,1,10,True,15.61
500168,100107,2025-01-18,Russia,Fragrance,48.16,2,5,False,91.5
500168,100107,2025-01-18,Russia,Wellness,21.58,1,5,False,20.5
500169,100108,2025-05-14,Kazakhstan,Makeup,24.72,2,0,False,49.44
500170,100109,2024-08-04,USA,Wellness,12.48,2,0,False,24.96
500170,100109,2024-08-04,USA,Haircare,23.52,2,5,False,44.69
500170,100109,2024-08-04,USA,Makeup,25.66,2,0,False,51.32
500171,100109,2025-01-30,USA,Fragrance,45.55,2,0,False,91.1
500172,100109,2025-05-15,USA,Fragrance,50.49,1,5,False,47.97
500173,100111,2024-04-10,Russia,Haircare,15.92,1,0,False,15.92
500174,100111,2025-01-03,Russia,Wellness,20.94,2,0,False,41.88
500174,100111,2025-01-03,Russia,Skincare,15.8,2,10,False,28.44
500175,100111,2025-04-06,Russia,Skincare,21.61,1,0,False,21.61
500175,100111,2025-04-06,Russia,Fragrance,58.78,2,5,False,111.68
500176,100111,2025-04-29,Russia,Makeup,24.84,1,0,False,24.84
500176,100111,2025-04-29,Russia,Wellness,18.34,1,0,False,18.34
500177,100111,2025-05-24,Russia,Fragrance,25.81,1,0,False,25.81
500177,100111,2025-05-24,Russia,Wellness,9.15,1,0,False,9.15
500177,100111,2025-05-24,Russia,Skincare,23.41,1,0,False,23.41
500178,100112,2024-09-12,Mexico,Haircare,12.23,2,5,False,23.24
500178,100112,2024-09-12,Mexico,Fragrance,43.78,1,0,False,43.78
500178,100112,2024-09-12,Mexico,Skincare,22.38,2,0,False,44.76
500179,100112,2024-11-01,Mexico,Fragrance,45.26,2,0,False,90.52
500179,100112,2024-11-01,Mexico,Haircare,7.47,1,0,False,7.47
500180,100115,2024-09-11,Mexico,Haircare,8.68,2,0,False,17.36
500181,100117,2025-10-17,USA,Fragrance,29.0,1,0,False,29.0
500181,100117,2025-10-17,USA,Skincare,31.06,2,0,False,62.12
500181,100117,2025-10-17,USA,Skincare,29.63,1,0,False,29.63
500182,100118,2024-09-19,Russia,Haircare,10.31,1,10,False,9.28
500183,100118,2025-01-23,Russia,Makeup,11.46,2,0,False,22.92
500184,100118,2025-02-26,Russia,Haircare,19.11,2,0,False,38.22
500185,100119,2025-08-15,Russia,Haircare,19.85,2,5,False,37.72
500185,100119,2025-08-15,Russia,Makeup,11.87,1,0,False,11.87
500185,100119,2025-08-15,Russia,Haircare,18.79,1,10,False,16.91
500186,100120,2024-10-21,Mexico,Makeup,11.21,1,0,False,11.21
500186,100120,2024-10-21,Mexico,Makeup,5.41,1,5,False,5.14
500186,100120,2024-10-21,Mexico,Fragrance,42.76,2,10,False,76.97
500187,100120,2025-08-10,Mexico,Haircare,12.92,2,0,False,25.84
